,timestamp,distance(L),pupil(L),distance(R),pupil(R),duration,gazepointX,gazepointY,avg_distance,avg_pupil
0,62,796.825,4.2219999999999995,790.507,4.066,199,710,409,793.6659999999999,4.144
1,341,792.492,4.133,787.915,4.04,279,474,470,790.2035,4.0865
2,860,789.5419999999999,4.1530000000000005,786.923,3.9989999999999997,160,176,545,788.2325,4.0760000000000005
3,1318,703.28,3.6710000000000003,770.26,3.7319999999999998,259,153,329,736.77,3.7015000000000002
4,2016,790.08,4.012,778.57,3.781,100,312,221,784.325,3.8964999999999996
5,2136,789.638,4.039,778.806,3.783,100,253,200,784.222,3.9109999999999996
6,2255,781.94,3.951,774.8689999999999,3.759,219,301,235,778.4045,3.855
7,2514,739.971,3.7760000000000002,785.145,3.7739999999999996,299,146,270,762.558,3.775
8,2893,761.812,3.805,760.3919999999999,3.6289999999999996,120,133,243,761.102,3.7169999999999996
9,4289,755.16,3.675,779.056,3.615,299,132,537,767.108,3.645
10,4687,782.7280000000001,3.803,777.745,3.7119999999999997,120,209,535,780.2365,3.7575
11,4887,783.194,3.852,780.39,3.693,140,689,533,781.7919999999999,3.7725
12,5046,784.735,3.889,780.1260000000001,3.6919999999999997,279,740,555,782.4305,3.7904999999999998
13,5585,776.047,3.838,778.112,3.7889999999999997,100,441,695,777.0795,3.8135
14,5744,771.84,3.885,776.9810000000001,3.728,159,444,683,774.4105000000001,3.8064999999999998
15,5924,777.544,3.7910000000000004,779.168,3.633,299,458,533,778.356,3.712
16,6482,771.784,3.673,751.227,3.573,140,300,196,761.5055,3.623
17,6960,786.653,3.935,754.5880000000001,3.6519999999999997,120,102,420,770.6205,3.7935
18,7200,787.7489999999999,4.0569999999999995,757.465,3.72,120,58,444,772.607,3.8884999999999996
19,7399,776.2130000000001,3.9930000000000003,731.543,3.697,160,193,515,753.878,3.845
20,7618,778.9069999999999,4.083,734.6089999999999,3.715,219,191,466,756.7579999999999,3.899
21,7957,777.7560000000001,4.1080000000000005,734.2239999999999,3.7310000000000003,120,315,541,755.99,3.9195
22,8117,776.674,4.013,763.675,3.8139999999999996,359,205,266,770.1745,3.9135
23,8615,706.923,3.64,769.403,3.7960000000000003,100,192,338,738.163,3.718
24,8815,784.845,3.935,770.567,3.815,179,1130,278,777.706,3.875
25,9173,774.562,4.004,644.8,3.158,100,1157,388,709.681,3.5809999999999995
26,9293,792.7610000000001,4.063,642.789,3.193,239,1166,358,717.7750000000001,3.628
27,9652,783.013,3.9610000000000003,775.325,3.804,140,685,278,779.1690000000001,3.8825000000000003
28,10190,766.056,3.903,769.663,3.8089999999999997,140,34,263,767.8595,3.856
29,10390,777.299,3.944,778.295,3.773,100,130,245,777.797,3.8585000000000003
30,10589,786.4019999999999,3.905,778.87,3.758,120,725,222,782.636,3.8315
31,11048,783.7289999999999,3.7910000000000004,758.808,3.628,339,1258,199,771.2684999999999,3.7095000000000002
32,13121,781.247,4.235,770.078,4.03,120,510,184,775.6624999999999,4.1325
33,13380,779.069,4.058,759.319,3.864,120,277,184,769.194,3.961
34,13619,777.815,3.972,744.2739999999999,3.622,359,267,208,761.0445,3.7969999999999997
35,14018,766.2289999999999,3.909,770.955,3.733,339,215,212,768.592,3.8209999999999997
36,14497,738.66,3.653,766.834,3.622,179,181,268,752.747,3.6375
37,15195,776.454,3.7089999999999996,773.148,3.648,100,258,240,774.8009999999999,3.6784999999999997
38,15414,772.268,3.7030000000000003,761.408,3.59,678,214,205,766.838,3.6465
39,16630,750.437,3.827,756.765,3.7060000000000004,160,125,302,753.601,3.7665
40,17348,773.069,3.883,699.127,3.405,140,1183,391,736.098,3.644
41,17567,770.5319999999999,3.846,772.8439999999999,3.766,160,639,334,771.6879999999999,3.806
42,17806,767.13,3.9160000000000004,769.416,3.72,100,620,289,768.273,3.8180000000000005
43,17926,767.6310000000001,3.9419999999999997,763.206,3.7710000000000004,219,632,340,765.4185,3.8565
44,18743,765.055,3.971,756.0889999999999,3.7460000000000004,100,619,273,760.5719999999999,3.8585000000000003
45,18963,765.477,3.853,758.062,3.7560000000000002,100,609,267,761.7695,3.8045
46,19182,768.235,3.923,754.829,3.682,100,622,277,761.5319999999999,3.8025
47,19381,765.216,3.911,759.327,3.7430000000000003,120,620,276,762.2715000000001,3.827
48,19601,768.0880000000001,3.9330000000000003,756.154,3.613,140,620,291,762.1210000000001,3.773
49,20000,772.7230000000001,4.132,745.1,3.76,259,65,291,758.9115,3.9459999999999997
50,21116,767.747,4.015,742.222,3.668,120,204,339,754.9845,3.8415
51,21315,765.7,3.9410000000000003,736.262,3.6719999999999997,120,199,348,750.981,3.8064999999999998
52,21535,767.939,3.847,742.038,3.576,100,202,345,754.9884999999999,3.7115
53,21774,766.959,3.895,742.005,3.5639999999999996,239,197,349,754.482,3.7295
54,22232,774.172,3.8960000000000004,745.48,3.525,239,640,452,759.826,3.7105
55,22930,777.057,3.812,765.91,3.6910000000000003,459,639,404,771.4835,3.7515
56,23528,775.832,3.8539999999999996,736.793,3.549,140,628,385,756.3125,3.7015
57,23827,776.4780000000001,3.737,765.448,3.687,100,620,339,770.963,3.7119999999999997
58,24027,765.4889999999999,3.7119999999999997,746.154,3.551,379,175,267,755.8215,3.6315
59,24446,774.5319999999999,3.7319999999999998,748.305,3.525,120,0,293,761.4185,3.6285
60,24625,768.395,3.657,750.49,3.542,179,588,295,759.4425,3.5995
61,24924,774.745,3.708,763.36,3.6639999999999997,100,631,266,769.0525,3.686
62,25123,773.577,3.676,764.816,3.628,120,636,284,769.1965,3.652
63,25323,776.565,3.68,765.301,3.608,100,637,275,770.933,3.644
64,25901,775.6460000000001,3.7510000000000003,768.404,3.68,818,567,288,772.0250000000001,3.7155000000000005
65,26798,776.795,3.8169999999999997,758.945,3.674,160,552,289,767.87,3.7455
66,27077,776.368,3.835,759.7339999999999,3.6889999999999996,219,545,300,768.0509999999999,3.7619999999999996
67,27416,775.921,4.064,743.3480000000001,3.694,140,550,306,759.6345000000001,3.879
68,27675,779.164,4.155,763.566,3.883,100,553,306,771.365,4.019
69,27855,776.6569999999999,4.053999999999999,762.547,3.761,100,552,304,769.602,3.9074999999999998
70,28034,775.817,3.9589999999999996,763.9,3.786,140,549,293,769.8585,3.8724999999999996
71,28273,775.951,4.069,761.817,3.8510000000000004,120,547,305,768.884,3.96
72,28413,776.638,3.9330000000000003,762.923,3.787,100,487,257,769.7805000000001,3.8600000000000003
73,28971,775.342,3.9130000000000003,765.2230000000001,3.7910000000000004,120,554,296,770.2825,3.8520000000000003
74,29171,776.347,4.044,764.4810000000001,3.766,119,555,300,770.414,3.905
75,29370,777.689,3.9139999999999997,763.785,3.7060000000000004,120,556,291,770.737,3.81
76,29569,776.919,4.039,764.2410000000001,3.793,120,551,298,770.58,3.916
77,29769,777.755,3.9160000000000004,767.367,3.7880000000000003,120,558,293,772.5609999999999,3.8520000000000003
78,29968,772.5989999999999,3.8169999999999997,767.643,3.76,120,557,289,770.121,3.7885
79,30168,773.574,3.8489999999999998,765.505,3.82,120,558,291,769.5395,3.8345
80,30467,775.238,4.112,730.068,3.736,199,194,491,752.653,3.9240000000000004
81,30865,757.699,4.14,758.041,3.8989999999999996,179,478,985,757.87,4.0195
82,31065,762.7589999999999,4.072,756.945,3.912,239,480,886,759.852,3.992
83,31324,755.563,3.983,761.3919999999999,3.815,219,520,1002,758.4775,3.899
84,31583,763.53,3.847,759.1560000000001,3.801,180,513,464,761.3430000000001,3.824
85,31862,775.538,3.9,720.645,3.4930000000000003,120,123,505,748.0915,3.6965000000000003
86,32082,759.795,3.759,720.648,3.472,159,135,550,740.2215,3.6155
87,32620,782.577,3.888,768.842,3.678,180,610,395,775.7094999999999,3.783
88,32839,780.721,3.7880000000000003,773.245,3.6860000000000004,120,623,309,776.983,3.737
89,33118,776.6389999999999,3.805,749.916,3.6180000000000003,120,632,263,763.2774999999999,3.7115
90,33338,778.0889999999999,3.827,743.554,3.5610000000000004,120,620,243,760.8215,3.694
91,33557,777.317,3.8089999999999997,745.459,3.628,200,639,258,761.3879999999999,3.7184999999999997
92,33836,773.518,3.853,765.712,3.7560000000000002,159,647,256,769.615,3.8045
93,34055,778.9689999999999,3.8810000000000002,754.188,3.719,199,658,264,766.5785,3.8
94,34374,775.187,3.926,749.107,3.773,140,662,280,762.1469999999999,3.8495
95,34614,776.42,3.9730000000000003,751.3330000000001,3.697,120,662,268,763.8765000000001,3.835
96,34813,776.8919999999999,3.9019999999999997,758.778,3.714,239,658,270,767.835,3.808
97,35172,777.707,4.0360000000000005,749.2180000000001,3.733,179,653,281,763.4625000000001,3.8845
98,35431,778.551,4.093,758.09,3.8139999999999996,159,658,279,768.3205,3.9535
99,35650,779.947,4.128,757.64,3.9019999999999997,100,656,283,768.7935,4.015
100,35989,777.182,4.183,773.57,4.059,678,717,262,775.376,4.121
101,36727,779.432,4.027,760.423,3.823,179,773,268,769.9275,3.925
